7	13	1	0
5	12	2	0
9	13	3	0
11	12	4	0
8	12	5	0
7	11	6	0
9	11	7	0
8	10	8	0
3	10	9	0
1	9	10	1
3	9	11	1
2	8	12	1
5	9	13	0
7	9	14	0
6	8	15	0
9	9	16	0
11	9	17	0
10	8	18	0
13	10	19	0
13	9	20	1
15	9	21	1
14	8	22	1
4	8	23	1
3	7	24	1
5	7	25	0
4	6	26	1
8	8	27	0
7	7	28	0
9	7	29	0
8	6	30	0
12	8	31	1
11	7	32	0
13	7	33	1
12	6	34	1
6	6	35	0
5	5	36	0
7	5	37	0
10	6	38	0
9	5	39	0
11	5	40	0
4	4	41	2
3	3	42	2
4	2	43	2
12	4	44	2
13	3	45	2
12	2	46	2
2	2	47	2
3	1	48	2
14	2	49	2
13	1	50	2
